Comment,label,score
"Tidak untuk bermacret macret dijalan, baterai habis mesti digendong, konoha belum siap dgn kondisi jalan dan fasilitas SPKLU yg belum ada disemua pengisian BBM",negatif,-8
"Ketemu mobil ini di jalan, desainnya dari depan damping belakang cakep",positif,5
"Wah Moladin kurang informasi, coba tanya Om Denny, sdh test 116kw",negatif,-5
"Gw malah merasa sebaliknya om, gw user mobil cina sdh hampir 5 tahun, malah sering ketemu komentar2 yg luar biasa negatif terhadap mobcin. Padahal belum tentu mereka punya dan bukan juga pemakai seperti kita, komennya seakan-akan lebih paham dan ngerti dibandingkan kita pemakai. Apalagi kalo ada yg trouble dan masuk media, langsung rame tuh yg menghujat....""namanya mobil cina bla..bla.."" 😁. Padahal kita2 ini juga user's mobil Jepun juga sebelumnya, bahkan masih ada yg mobil Jepun di garasinya, ga sampai segitunya.",negatif,-8
"Bener, balik ke zaman jualan mobil pake buzzer. Bikin susah cari informasi yang bener itu yang mana.",negatif,-10
"Halah tu Wuling dg almaznya juga banyak buzzernya 😆ingat kata2 produk jepang ampas pelit fitur harga mahal. Ckckck segitunya bela China padahal ga nguntungin, jual kembali jelas susah kyk dulu zaman 2000 mobchin Jialing dkk bermunculan. Babe sampe pening gimana jual lagi motor saat itu Krn biasanya jual Honda Yamaha ga sampe lama kejual dn beli lagi",negatif,-31
"@mr.febrian9248 kata siapa jual sulit? Teman-teman kita di komunitas yg sdh ganti mobil gampang2 saja tuh kalo mau jual. Beberapa teman sdh ganti, tapi sangat jarang ganti ke jepang lagi. Kebanyakan ke EV, sebagian ke chery tuh; omoda & tiggo, sebagian lagi nungguin SUV PHEV cina, kalo jepang pasti harganya ga masuk. Sebagian lagi masih nyaman2 aja piara almaz walaupun km sdh mulai gondrong. Kalo ada peremajaan part juga ga terlalu mahal, jadi ya dipiara aja. Buat kita user's...mau merk manapun sebenarnya kita dukung, yg penting value for money buat pengguna. Sekarang mobil jepun pun mulai ikut berbenah dengan fitur2 yg bagus, dulu cuma di produk high end saja. Kita di komunitas pun ga segan2 mengkritik produk cina kalo memang ada yg kurang ok, mulai pelayanan dll. Tapi ya sejauh ini normal2 saja kayak produk jepun yg pernah kita punya.",positif,3
"Ya memang, dulu jepun jualan dan mesti bisa merangsek pasar. Mesti jejelin orang dagangannya kan. Namanya dagang 😂😂😂.
Kurang apalagi mereka jualan pake regulasi sama lobi2. Era avanza 7 seater, dengan regulasi pajak makin banyak tempat duduk lebih murah pajak, 😂LCGC, keringanan pajak. Sampe akhirnya ford minggat chevrolet minggat, akibat ga sanggup kompetisi. 😂
Dagang di Indonesia itu mesti pake regulasi sama lobi2. 
Keliatan kan berapa kali pabrikan yang jualan hybrid minta ""keistimewaan"", terutama yg dr jepun itu. 😂

Tapi ya sekarang terbukti di global kan, trend nya kearah mana. Jadi yaa dalam sejarah siapa yang melawan arus perubahan dia akan kolaps, apalagi kalau ga adaptif dan mendisrupsi dirinya sendiri. Dan pabrikan jepun satu itu udah keliatan ogah2an untuk adaptasi, entah tersandera oleh ""supply chain"" nya atau memang teknologi nya ga adaptif. Atauu ya memang mau dagang yg pasti2 aja di segmen market nya mereka sendiri. Terlalu pede dengan kerajaan nya sendiri sebagai penguasa pasar global.",positif,7
"​@dalurungini sama case nya sama hyundai kia.
Apesnya hyundai saat itu di bawah naungan indomobil.
Indombil mah cuma warung kelontong jualan merek mobil. Mana yang laku dia push terus, ga laku yaaa udah di biarin idup segan mati tak mau. 😂
Itu nasib hyundai jaman dulu, di asuh oleh indomobil.
Btw gw user hyundai, dan ga segitunya, dan masih ada mobilnya beli 2004 sampe sekarang masih nyala. Walau ya ga prima lagi. Masih layak keluar kota bahkan, jarak2 pendek. Umurnya udah 20 tahun. 😂
Jadi ya jelas yg skeptis itu biasanya bukan pemain, bukan enthusias, bukan orang yg ngerti mobil, cuma asal pake dan ga paham mobil. Jadi ya itulah kondisi otomotif di Indonesia. Blangsak.",negatif,-6
Pantas lah hybrid minta insentif biar laku juga kyk ev. Lha ev China pastinya juga minta2 keringanan sana sini kyk byd yg tiba2 masuk indo dapat insentif walau belum ada pabrik di indo,positif,8
"@ntznbgzt benar om, padahal hyundai masuk 5 besar produsen otomotif dunia. Tapi itulah konsumen Indonesia, beli kendaraan lebih banyak katanya, bukan berusaha mencari tahu informasi sebenarnya. Buat saya pribadi mau merk apapun kita dukung asal memberikan konsumen mobil yg layak antara harga dan fitur yg disematkan.",positif,17
"​@ntznbgztsupply chainnya bang, astra itu bikin pabrik spare partnya hampir semua di indonesia. Bayangkan sama mochin yang masih impor utuh. Kalau ada masalah pembeli banyak yg takut, takut inden lama yah.",negatif,-7
Sepakat sih minusnya ini mobil posisi rem terlalu tinggi juga klo menurut gw harus di biasakan,negatif,-8
"Suka bgt model depan ny.. Enak d pandang,",positif,13
"22:26 
bener banget, saya ke GIIAS mau beli M6, test drive ke sana, pulang nya malah SPK zenix hybrid.. wkwkwkwk
Tapi memang zenix nya udah test drivve 2x di rumah, buat akomodasi dan perjalanan jauh jelas lebih enak zenix. Bensi nya juga irit sih, tapi pajak nya aja yg 11,8jt karna kena progresif ke 3.. wkwkwkwk 
Padahal klo ambil M6 bisa 143rb aja itu",positif,22
Banyak amat mobilnya. Kasih saya 1,positif,6
Kalo liat kekurangan byd m6 cuman di fwd.,negatif,-5
"Mike... sorry koreksi dikit pengalaman gw utk charging speed sy udah coba pakai yg 100 kwh bisa sampe 92 kwh.
Mungkin sy ngisi pas baterai 20-30 % tapi pas batt. Diatas 70% berkurang daya terima cuma 30 sd 40 kwh.",positif,3
"Overated karena masih satunya 7 seater EV yang masuk indo, kedepanya bakal banyak yang lebih baik dan nyaman, ini memang levelan kelas Taxi aja sih",positif,10
"Wuling Darion Om,  positif 😍",positif,5
"Kalau begitu Kita tunggu facelift ny aja. Semoga keluhan, seperti jok sudah di perbaiki. Agar perjalanan sedikit jauh tidak merasa capek.",positif,8
Jok nya untuk orang tinggi emang agak gak nyaman karena kurang menyangga paha,negatif,-14
"Atto, seal, mg4, gac, hyptec enak tuh buat orang tinggi, yang chassis uda khusus EV",positif,8
"@lucky889s9 paling enak itu cloud ev, btw ga semua mobil base ev itu lantainya rendah, macam binguo itu belakangnya kurang nyaman, cukup jongkok",negatif,-9
​@Video-co1eukemahalan blunder pasang harga dan GBT nyusahin,negatif,-9
Semoga 1 tahun lagi bekasnya murah kaya mobil listrik yg lain. Saya ketagihan punya wuling air EV tapi menyesal beli mobil listrik baru karena bekas kondisi istimewa dipakai 1 tahun 35% lebih murah dari harga barunya jadi untuk kali ini nambah mobil listrik sabar nunggu BYD M6 bekas semoga ada harga 300jt kebawah untuk type tertinggi seperti divideo,positif,15
"Beli bekas kondisi baterainya gmn om?,apakah ada penurunan kemampuan jarak yg signifikan?",negatif,-8
"Tingkat depresiasi mobil listrik , kaya barang2 elektronik lainya .. di pake 1 tahun udah merosor jauh .. apalagi 4 atau 5 tahun paling tinggal 25% harga beli baru",positif,3
"@AgusHariyanto-n2w mantap
Semakin yakin beli second nya
400jt tinggal 100jt, beli baterai 100jt
200jt dah kayak baru",positif,5
"20:50 kirain cuma saya yg demen speedo jarum analog

berasa lebih kayak cluster mobil, bukan kayak nempelin hape di mobil :p",positif,5
Jadul untuk mobil masa kini,negatif,-5
Biarpun model mobil ini sudah lama tapi  modelnya sesuai dengan pasar Indonesia,positif,5
Ac-nya dingin ga pas siang hari panas?,negatif,-10
"interior depan, stir, dashboard, dan kisi AC kiri kanan, sangat mirip dengan xpander 1st gen",positif,3
Mobil bensin itu ada beban mesin didepan dan membantu tarikan pertama (khususnya FWD) tidak “skid”. Kalau dalam percobaan EV ini semua beban berat hanya ada dibelakang dan ini menghambat tarikan awal 😅,negatif,-15
"Ga kok, apa urusannya paha ga nempel dengan badan gue gendut? Kalo paha gue penuh lemak seharusnya nempel dong ya lemaknya ke bagian bawah jok? 😂",negatif,-9
"Betul, saya tinggi 174, nyaman aja kok naik mobil ini😂",positif,5
"@michaelboerma5623 hahah... bisa aja lo, gue gk bilang gendut ya... gue bilang ukuran.",negatif,-6
"Yang perlu improvement
Jok - kalo dikasih jok seal enak
Spedometer - pake digital 
Stir - pake punya atto atau seal",positif,5
"Masalahnya itu adalah , tidak adanya harga baterai 2nd EV, berbeda dengan hp sih, ga bisa dibandingkan .",negatif,-6
"Liat historis Bluebird aja pakai BYD buat taksi, yg paling parah baru ganti batt di km 560ribu... Coba untuk mobil pribadi mana ada yg pakai mobil sampai 500ribuan...😂",positif,3
"@tosmaster9888 BB 650rb km, teknologi lama dan masih dianggap normal (70% heatlh)
di cina sendiri banyak yg sudah jutaan km termasuk kendaraan komersil macam truk bus",positif,3
Sudah pernah menunggang ini mobil paling nyaman walau naek grab😂,positif,5
"Mantap reviewnya, penasaran dengan M6 ini terjawab, terima kasih Moladin",positif,8
Inova selalu dipuja mungkin karena suka bagi2 duit,positif,9
Zenix terendah x yg segitu,negatif,-5
Lokasi syuting di pura agung ciapus bwang?,positif,3
Mobchin cocoknya direview mike,positif,5
apa yang lo harap dari LCGC versi mobil listrik bro!? wkwkwkwkwkwk.. tentu saja sesuai harganya..🤣🤣🤣🤣.,positif,5
"Moladin untuk byd seal kok tidak ad deep review nya sperti m6 ini ya, mungkin bsa di pertimbangan di buat,pasti seru jga,aplgi test tanjakannya denga torsi bgtu besarnya...",positif,3
"setuju bgt sama review nya yg bahas jok nya ga enak. buat yg tinggi 170 cm keatas, duduk di posisi manapun di mobil ini pasti berasa jongkok bukan duduk.
ada yg tau modifikasi jok supaya topangan nya proper apakah merusak ventilated seats nya atau nggak?",negatif,-9
Ada yang lebih parah lagi dr m6 khususnya bench seat yaitu tidak bisa direclining,positif,9
"@Video-co1eu  aneh sih emang. 7 seat nya ga bisa recline, 6 seat ga bisa dibikin rata bagasi 😅😅
Ini bisa diakalin ga ya masing2 di tukang jok?",negatif,-8
"​@vinshYT Iy tuh masa kalah sama lmpv yang bisa di reclining, apalagi dibanding sama ev di harga yang sama cloud ev misalnya, meski cuma 5 baris tapi bisa di reclining udah gitu fleksibel kerebahannya bisa rebah banget, ga mengherankan jika di cinanya sendiri termasuk Indonesia pun lebih sering dijadiin operasional alias sekali duduk daripada penggunaan pribadi krn memang benar-benar ga layak buat penggunaan sehari-hari, ditambah lagi m6 yang bench seat itu jujur beh posisinya kaya duduk di tembok saking tegaknya",positif,13
Ditunggu jg review jujur dan rosating ala moladin ev mazda yg 860 juta range 200 km WLTP 😊,positif,5
mobil sampah gk tobat2 jepang tnggl nunggu bangkrut 😂,negatif,-13
mobil jepang biasa di puji setinggi langit sih oleh reviewer indo,positif,4
"pabrikan jepang dah tau cara main di indo bang, tinggal ngasih uang jajan ke reviewer 🤭 langsung dipuji sampe langit ketujuh",positif,4
Harga segini mending ambil ioniq 5 atau byd seal varian tertinggi gak sih 🤣,negatif,-8
"@imoprince1 jangan sebut byd seal lah, kejauhan. sama ioniq 5 aja malu mobil ini wkwkkw",negatif,-10
"Bahlul sih ini mazda wkwk, mazda bayar reviewer buat bagusin kejelekan terbesar mobil ini 😅

860 juta buat beli ev 200km? Nissan leaf yang lebih murah dan range sama² pendek aja mlempem apalagi ini",positif,6
"berarti klo ntar ud di-review trus hasilnya gak sesuai sama yg ente harapkan (ngebuli MX30) nantinya ente juga bakal bilang Moladin ngejilat kayak Lugnutz donk.. dahlah mending bikin video review sendiri aja om, bebas sesuai keinginan ente walaupun mungkin gak ada yg bakal nonton juga. 😛",negatif,-13
@anggia.2573  sdh liat video lugnutz blm yg puja puji setinggi langit dan 99% komen viewernya negatif dan satir. Cuma sales mazda/penboi fanatik yg ga terima merk mobilnya dikiritik🤭,negatif,-21
"@agungwicaksono3377 ud n biasa aja kayak ane ngeliat review mobil pada umumnya, intinya sih klo bagi ane ya itu channel dia jd mo isi review-nya apa itu hak dia yg harus dihargai.. trus netijen yg komen juga silahkan aja mo isi kolom komentar sesuai keingiannya karena itu juga hak mereka.

yg sekarang ane tanya gimana reaksi ente yg gak setuju sama isi review Lugnutz sampe ngecap ""menjilat"" klo ntar ternyata ada channel lain (let say misal Moladin ini) yg juga ngereview positif kayak gitu? apa ntar juga bakal ngecap ""menjilat""? 😅",positif,7
@anggia.2573  justru ane doyan gaya roasting moladin. Apalagi pas review kurnia motor sampe sakit perut🤣,negatif,-5
thanks moladin sangat suka dgn review jujurnya dan terutama test kekedapan kabin itu sangat saya tunggu2 hehe,positif,22
Joknya jangan paling rendah. Supaya paha bisa disupport,negatif,-10
Itu Mike kan tinggi nya aja 180cn jauh di atas rata-rata orang Indonesia.. Saya tinggi 174..nyaman2 aja duduk di bangku sopir,positif,5
"@tosmaster9888 sama om saya juga tinggi 175cm.. aman aman aja untuk saya, saya long trip ke Surabaya dari Jakarta merasa sangat nyaman malah..
kalau saya bandingkan dengan omoda E5 justru untuk duduk driver jauh lebih enak m6",positif,25
Harga segitu uda bagus😂,positif,5
semoga cepet ada pesaing m6 biar harganya bisa turun,positif,5
Ada hbs ini aletra namanya,negatif,-5
"Duduk yg terasa pendek mah kayanya emang karena dipake buat baterai. Kalau BYD ngeluarin versi bensinnya pasti mantep tuh, lebih nyaman pasti duduknya.",positif,19
"Bang,coba tes Drive sampai habis baterai ya dgn kondisi mobil dgn full penumpang",negatif,-5
semoga suatu saat maung pindad bisa di review di chanel ini,positif,5
Serem om 🤭,negatif,-5
"Menurut saya tipe ini nyaman, ga berisik.. cocok buat di perkotaan. Lewat jalanan paving juga ga berisik kaya brand jepang.",positif,16
"Kurang asik Gan klo sendirian review-nya, cuma ada 1 pov, lebih seru ketika ada 2-3 seperti biasanya, memperkaya pembahasannya.. Tp ttp mantap!",positif,8
"Review jujur, keren Moladin",positif,10
Om mike memang hebat kecuali kalo endorse jadi beda lagi,positif,3
Sorry kalau velos jangan sampe buat tanjakan bahaya sering gak kuat hati2 kalau tanjakan,negatif,-16
"​@j3fron Makanya saya heran ada yang bilang EV proper tidak kuat nanjak. Katanya karena bukan mesin bakar, pake permanent magnet, tanjakan loyo atau apalah. Gagal paham sama orang begini",negatif,-11
"@theorangecat2929 pemuja solar subsidi ya gitu2 deh padahal karena solar subsidi, coba aja liat klo solar uda ga subsidi...",positif,6
"M6 jelas kuat nanjak la om, tenaganya aja 200hp. Mungkin kalo ga nanjak ya tinggal beliin ban yang lebih gigit 😅",positif,7
​@djhrjeiwhri solar subsidi dan pertalite yg buat udara kotor dan tdk sehat.. 😢,negatif,-7
"​@djhrjeiwhrilihat aja nanti kalau solar busuk gak boleh di atas 2000cc, pasti pada mewek",negatif,-8
"​@agussucahyo5234veloz baru uda cvt bang, ga kuat nanjak lah. Wkwkwkw. Masalahnya ini harga mobil listrik masih ngga kebeli kaum menengah di indonesia",negatif,-12
"kalem bang, sabar. maklum warga kita kurang literasi. sdm kita aja wkwk",positif,3
Ayo BYD samakan baterai shg semua varian dpt range terjauh krn SPKLU msh terbatas & antrian lama. Berikan opsi penghilangan panoramic atau sunroof. Perbanyak tombol fisik. Chery Tiggo 8 benar2 membuat gebrakan sensasional. Syukur smkn bnyk opsi mbl menarik & harga  yg msk akal positif  positif  positif ,positif,17
"Gw ga suka ama panoramic / sunroof
Buat gw ga guna itu, malah bikin panas ama rawan bocor jg, dan nambah berat pula
Ga worth sih 😂",negatif,-24
"​@j3fronya emang. Sunroof itu cuma buat nyenengin para okb. 
😂.

Realistis aja Indonesia pake sunroof itu konyol. Sebersih2nya udara di Indonesia itu tetep kotor, panas terik, ga guna.

Yes, its nice to have, but its unnecessary. Terutama di Indonesia negara dunia ketiga ini. 😂",negatif,-12
Review yg juara...  Bukan by order from seller ..,positif,3
Team moladin usul donk untuk mobil listrik ato Hybrid next video bs sekalian test radiasi di dalam cabin biar aman untuk kesehatan para konsumen,positif,10
ambil listrik sekalian karna perawatannya ga dobel dobel kedepannya terus pajak juga lebih murah,positif,8
Wkwkw buzzer ​@rafligusti4912,negatif,-5
"Saran gw ambil hybrid, lebih banyak faedah nya, jangan jadi fomo doang atau ikutan trend, siap trend habis Lo nyesal, itu uang ratusan juga bukan puluhan juta, jadi pikir pakai otak mu, uang segitu kalau kau jadikan investasi saham sudah berapa untung nya. 
2. Jadi jangan karena lagi naik² nya mobil listrik Lo jadi percobaan kelinci mereka, karena kalau suatu brand baru buka usaha tunggu 10 tahun lagi baru Lo beli, kenapa ?, biar Lo GK jadi bahan percobaan produk mereka 😂, smart bro, setelah 10 tahun baru lah lu coba tu barang, karena mereka pasti dah dapat complainan dari customer (kelinci percobaan) mereka. 
2. Lu tau GK sekarang mobil listrik penjualan mereka sedang turun kenapa ?, karena menang viral doang wkwkwk, GK lah canda, ini faktanya di Amerika Serikat masyarakat sekarang lebih memilih mobil hybrid di banding mobil EV.
-Di cina sendiri ya lu tau aja, Subsidi mobil listrik sudah habis oy Wkwkwk, dan di indo juga sebentar lagi habis, baca² berita deh, biar pintar dikit 🤣
Dan penjualan mobil terlaris di dunia ya TOYOTA boss ku, menyala aabg ku",positif,8
akhirnya yg ditunggu2 review M6...bravo Moladin,positif,5
karena aslinya ini mobil ICE yang diubah menjadi listrik,positif,3
Inova buat malu dengan harga nya,negatif,-5
"21:05 Jowo akeh sing ndeso, yo Mike? Hahaha...misih jarum, rokoke podo djarume",negatif,-4
"kayaknya hampir 90% EV itu deck tinggi sama jok dibuat std gak ada perbedaan sehingga paha gak ketopang.
kalau ada yang bilang, kan bisa di modif. bagi keseluruhan orang kenyaman jok itu udah bawaan dari pabrik, akan bikin orang mikir ulang untuk beli.",negatif,-9
